id,sentence,emotion,layer,confidence_llama,confidence_mistral,avg_confidence
1148,It reflected a genuine feeling of grateful.,gratitude,3,0.98,0.95,0.965
1149,It was a moment marked by outrage.,anger,1,0.92,0.95,0.935
1150,You could sense the heartbroken in their voice.,sadness,1,0.92,0.95,0.935
1154,You could sense the wonder in their voice.,awe,3,0.92,0.95,0.935
1155,That experience left them with lasting compassion.,compassion,3,0.95,0.95,0.95
1156,Everyone noticed the remorse in that moment.,regret,2,0.93,0.95,0.94
1158,It reflected a genuine feeling of sign of hope.,hope,2,0.92,0.95,0.935
1159,It reflected a genuine feeling of compassionate.,compassion,3,0.95,0.95,0.95
1160,It reflected a genuine feeling of sad.,sadness,1,0.95,0.95,0.95
1161,It was a moment marked by compassion.,compassion,3,0.95,0.95,0.95
1163,That experience left them with lasting empathy.,empathy,2,0.95,0.95,0.95
1165,It reflected a genuine feeling of inner peace.,inner_peace,3,0.95,0.98,0.965
1167,They experienced anger in a quiet moment.,anger,1,0.9,0.95,0.925
1168,There was a clear sense of grief throughout the day.,sadness,1,0.93,0.98,0.9550000000000001
1169,That experience left them with lasting happy.,joy,1,0.92,0.95,0.935
1170,The situation brought out deep terrified.,fear,1,0.92,0.95,0.935
1171,That experience left them with lasting isolation.,loneliness,2,0.83,0.95,0.8899999999999999
1172,It was a moment marked by expressed sadness.,sadness,1,0.92,0.95,0.935
1173,Everyone noticed the loneliness in that moment.,loneliness,2,0.95,0.95,0.95
1174,You could sense the awe in their voice.,awe,3,0.95,0.95,0.95
1176,A sudden feeling of thankful filled their heart.,gratitude,3,0.95,0.95,0.95
1177,That experience left them with lasting expressed regret.,regret,2,0.95,0.95,0.95
1179,It was a moment marked by hope.,hope,2,0.93,0.95,0.94
1180,There was a clear sense of calmness throughout the day.,inner_peace,3,0.92,0.95,0.935
1181,There was a clear sense of frightened throughout the day.,fear,1,0.93,0.95,0.94
1182,You could sense the loneliness in their voice.,loneliness,2,0.93,0.95,0.94
1183,They experienced awe in a quiet moment.,awe,3,0.93,1.0,0.9650000000000001
1185,A sudden feeling of isolation filled their heart.,loneliness,2,0.92,0.95,0.935
1187,The situation brought out deep sense of awe.,awe,3,0.93,0.95,0.94
1188,You could sense the outrage in their voice.,anger,1,0.92,0.85,0.885
1189,A sudden feeling of sign of hope filled their heart.,hope,2,0.93,0.95,0.94
1190,It was a moment marked by expressed joy.,joy,1,0.95,0.95,0.95
1191,Everyone noticed the loneliness in that moment.,loneliness,2,0.95,0.95,0.95
1193,A sudden feeling of grief filled their heart.,sadness,1,0.93,0.95,0.94
1194,You could sense the panic in their voice.,fear,1,0.92,0.95,0.935
1195,The situation brought out deep celebration.,joy,1,0.95,0.95,0.95
1196,That experience left them with lasting expressed anger.,anger,1,0.95,0.95,0.95
1197,Everyone noticed the gratitude in that moment.,gratitude,3,0.98,0.95,0.965
1198,It was a moment marked by hopeful.,hope,2,0.92,0.95,0.935
1199,There was a clear sense of fear throughout the day.,fear,1,0.95,0.95,0.95
